"x"	"y"	"z"	"id"	"BHD"	"h"	"crownLength"	"crownArea"	"crownVolume"	"crownDiameter"	"tile"	"scanID"
25,34116945	-91,46193317	-42,47	2800	60,52	22,25	8,3	62,3	68,8	9,5	"tile_10_10"	1
26,38472554	-92,70238663	0	2801	10	NA	NA	NA	NA	NA	"tile_10_10"	NA
22,899642	-89,57410501	0	2802	10	NA	NA	NA	NA	NA	"tile_9_10"	NA
20,91097852	-84,45477327	-37,88	2803	25,34	24,66	18,76	38,5	66,5	7,5	"tile_9_10"	1
26,5225537	-82,60393795	-35,905	2804	21	25,32	19,72	18	47,1	5,2	"tile_10_10"	2
21,69856802	-79,81038186	-35,637	2805	22	25,29	15,84	24,6	36,6	6,1	"tile_9_10"	1
28,0977327	-20,04665871	-12,746	2806	36,64	25,87	7,02	17,3	27,3	5	"tile_10_13"	2
26,54224344	-9,908830549	-9,745	2807	42,22	27,81	0	0	0	0	"tile_10_14"	2
20,87159905	8,853102625	-2,424	2808	27,8	20,24	0	0	0	0	"tile_9_15"	2
20,97004773	10,03210024	-1,944	2809	50	27,05	20	30,9	77,4	6,6	"tile_9_15"	2
20,83221957	9,776133652	-1,684	2810	18	10,42	7,82	11,1	23,1	4,1	"tile_9_15"	2
21,63949881	11,52852029	-1,742	2811	29,86	21,21	0	0	0	0	"tile_9_15"	2
24,08102625	19,63830549	-0,583	2812	35	27,92	0	0	0	0	"tile_10_15"	2
24,49451074	19,83520286	0	2813	5	NA	NA	NA	NA	NA	"tile_10_15"	NA
23,8447494	19,87458234	-0,217	2814	16	15,32	0	0	0	0	"tile_9_15"	3
25,20334129	27,71109785	2,029	2815	16	24,35	0	0	0	0	"tile_10_16"	2
37,7826969	-211,9738663	-96,533	2816	15	10,51	0	0	0	0	"tile_10_4"	1
34,51420048	-210,1844869	-97,572	2817	30,98	18,57	0	0	0	0	"tile_10_4"	1
37,88114558	-210,3813842	-95,036	2818	20	10,64	0	0	0	0	"tile_10_4"	1
39,16097852	-209,8300716	-93,371	2819	18	14,94	4,89	8,4	15,5	3,7	"tile_10_4"	1
38,84594272	-208,9440334	-93,823	2820	10	13,79	0	0	0	0	"tile_10_4"	1
37,40859189	-208,8849642	-94,799	2821	10	15,85	0	0	0	0	"tile_10_4"	1
37,50704057	-208,5896181	-94,752	2822	10	5,71	0	0	0	0	"tile_10_4"	1
37,3101432	-208,0383055	-94,52	2823	21	23,9	13,4	13,5	28,3	4,6	"tile_10_4"	1
33,09653938	-207,7232697	-97,549	2824	23,88	14	0	0	0	0	"tile_10_4"	1
31,18663484	-205,222673	-97,745	2825	39,1	27,29	0	0	0	0	"tile_10_4"	1
33,49033413	-206,0102625	-96,68	2826	5,9	8,68	0	0	0	0	"tile_10_4"	1
35,00644391	-205,9905728	0	2827	6	NA	NA	NA	NA	NA	"tile_10_4"	NA
33,78568019	-204,5335322	-95,883	2828	28,72	28,86	18,86	10	29,4	3,9	"tile_10_4"	1
35,18365155	-204,7698091	-94,659	2829	26,8	26,48	24,68	18,1	63,6	5	"tile_10_4"	1
37,34952267	-204,2184964	-92,672	2830	15	30,98	0	0	0	0	"tile_10_4"	1
37,86145585	-201,9738663	-91,251	2831	29,38	22,73	0	0	0	0	"tile_10_4"	1
32,72243437	-202,5645585	-95,991	2832	35,7	25,09	0	0	0	0	"tile_10_4"	1
29,98556086	-199,7906921	-96,774	2833	52,18	23,72	0	0	0	0	"tile_10_4"	1
30,87159905	-200,0860382	-96,39	2834	8	6,63	0	0	0	0	"tile_10_4"	1
33,51002387	-196,3843675	-92,895	2835	51,98	29,5	0	0	0	0	"tile_10_4"	1
35,12458234	-197,4476134	-92,234	2836	41,86	27,4	0	0	0	0	"tile_10_4"	1
33,2146778	-197,9201671	0	2837	11,18	NA	NA	NA	NA	NA	"tile_10_4"	NA
29,74928401	-192,8402148	-94,215	2838	30,84	17,17	0	0	0	0	"tile_10_5"	1
31,52136038	-193,6671838	-93,414	2839	21,6	17,75	16	23,3	45,4	5,9	"tile_10_5"	1
30,91097852	-194,6122912	-94,5	2840	14,32	16,12	0	0	0	0	"tile_10_5"	1
33,33281623	-152,3282816	-74,246	2841	39,02	25,92	11,27	13,2	21,6	4,5	"tile_10_7"	1
38,19618138	-158,1564439	-74,115	2842	38,9	28,04	17,09	30,1	53,7	6,6	"tile_10_6"	1
33,94319809	-147,4673031	-72,076	2843	42,42	32,26	17,81	16	30,4	4,8	"tile_10_7"	1
35,38054893	-147,998926	-71,67	2844	31,58	30,36	17,66	24,3	49,3	5,9	"tile_10_7"	1
38,86563246	-149,9088305	-71,182	2845	30,5	29,09	16,04	23,9	55	5,8	"tile_10_7"	1
33,64785203	-144,7107399	-70,497	2846	33,14	28,8	0	0	0	0	"tile_10_7"	2
29,86742243	-140,6176611	-69,523	2847	33,72	27,95	0	0	0	0	"tile_10_7"	2
33,78568019	-140,5782816	-68,213	2848	38,28	29,53	20,38	20	37,8	5,5	"tile_10_7"	1
36,38472554	-139,2	-66,688	2849	32,92	29,2	19	14	34,3	4,4	"tile_10_7"	1
31,36384248	-135,2620525	-66,312	2850	42,62	24,18	0	0	0	0	"tile_10_8"	1
33,82505967	-134,7304296	-65,425	2851	21,06	18,47	0	0	0	0	"tile_10_8"	1
32,44677804	-132,151074	-63,825	2852	25	25,93	17,18	17,3	37,7	5,1	"tile_10_8"	1
38,4127685	-135,4786396	-63,495	2853	50,12	26,63	20,78	25,2	59,8	6,2	"tile_10_8"	1
33,88412888	-129,8300716	-61,984	2854	34,02	29,72	18,57	27,1	47,2	6,7	"tile_10_8"	1
36,89665871	-130,775179	-62,117	2855	23,32	27,21	13,71	25,7	40,5	6,1	"tile_10_8"	1
39,14128878	-129,574105	-60,544	2856	34	27,29	0	0	0	0	"tile_10_8"	2
37,13293556	-126,5615752	-58,641	2857	54,24	27,61	0	0	0	0	"tile_10_8"	2
35,14427208	-99,84976134	-44,721	2858	18,54	5,89	0	0	0	0	"tile_10_9"	1
36,85727924	-96,95536993	-43,29	2859	25	25,27	21,47	18,4	49,7	5,1	"tile_10_9"	1
37,88114558	-94,82887828	-41,534	2860	22,26	17,24	0	0	0	0	"tile_10_10"	1
33,43126492	-94,84856802	-42,519	2861	51,36	26,7	16,45	17,7	36,3	5	"tile_10_10"	1
33,0571599	-94,73042959	-42,402	2862	51,66	25,11	0	0	0	0	"tile_10_10"	2
33,54940334	-93,03711217	-40,578	2863	17,6	19,29	0	0	0	0	"tile_10_10"	1
31,93484487	-89,53472554	0	2864	11	NA	NA	NA	NA	NA	"tile_10_10"	NA
37,70393795	-90,36169451	-38,566	2865	36	22,38	0	0	0	0	"tile_10_10"	2
34,25823389	-87,624821	-38,274	2866	28,74	23,02	0	0	0	0	"tile_10_10"	2
35,7349642	-86,049642	-37,987	2867	21,2	23,02	15,07	23,6	40,1	5,8	"tile_10_10"	2
31,93484487	-85,22267303	-37,245	2868	14	25,85	21,25	49	81	8,8	"tile_10_10"	2
38,8853222	-78,15644391	-34,762	2869	34,66	28,42	16,57	35,9	61,1	7,6	"tile_10_10"	1
29,96587112	-12,8402148	-12,26	2870	36,14	24,12	0	0	0	0	"tile_10_14"	2
32,64367542	-13,27338902	-14,481	2871	28,02	22,75	19,8	6,7	5,5	3,2	"tile_10_14"	2
31,32446301	-15,04546539	-13,435	2872	36,5	26,21	0	0	0	0	"tile_10_14"	2
34,12040573	-15,57708831	-15,334	2873	20	3,39	0	0	0	0	"tile_10_14"	2
32,23019093	-5,202983294	-12,458	2874	38,82	27,84	26,29	38,6	115,1	7,6	"tile_10_14"	2
34,41575179	-7,191646778	-14,063	2875	35,86	20,61	0	0	0	0	"tile_10_14"	2
36,18782816	-6,384367542	-14,151	2876	27,92	23,81	22,66	32,4	59,3	7,2	"tile_10_14"	2
30,71408115	32,51300716	-1,165	2877	37,16	28,14	26,94	24,1	28,4	6	"tile_10_16"	3
32,56491647	45,11205251	1,526	2878	9	20,02	0	0	0	0	"tile_10_17"	3
34,77016706	48,1048926	0,471	2879	18	3,74	0	0	0	0	"tile_10_17"	3
38,53090692	53,7928401	0,614	2880	40,26	23,78	16,28	14,1	40,5	4,4	"tile_10_17"	3
35,32147971	55,40739857	3,336	2881	6	1,57	0	0	0	0	"tile_10_17"	3
38,35369928	53,51718377	0,451	2882	35	3,12	0	0	0	0	"tile_10_17"	3
-134,69821	-13,76563246	-52,135	2883	49,3	28,23	0	0	0	0	"tile_2_14"	1
-131,2721957	-13,27338902	-49,945	2884	25,66	15,9	10,2	10,9	26,7	4,2	"tile_2_14"	1
-136,1552506	-12,64331742	-51,952	2885	8	1,43	0	0	0	0	"tile_1_14"	1
-137,3169451	-12,01324582	0	2886	10	NA	NA	NA	NA	NA	"tile_1_14"	NA
-133,1427208	-10,97207637	-48,318	2887	34,56	24,34	0	0	0	0	"tile_2_14"	1
-135,899284	-10,9326969	-50,453	2888	43,32	26,19	0	0	0	0	"tile_2_14"	1
-139,5418854	-6,01026253	-48,794	2889	9,8	6,69	0	0	0	0	"tile_1_14"	1
-136,4505967	-5,537708831	-46,68	2890	37,98	25,46	0	0	0	0	"tile_1_14"	1
-137,553222	-3,332458234	-45,614	2891	17,72	15,77	14,37	12,7	42,1	4,3	"tile_1_14"	1
-137,6319809	-2,288902148	-44,765	2892	8	6,85	4	4,2	5,2	2,7	"tile_1_14"	1
-137,1594272	-2,210143198	-44,461	2893	6	3,53	0	0	0	0	"tile_1_14"	1
-135,4857995	-2,34797136	-42,914	2894	5	6,17	0	0	0	0	"tile_2_14"	1
-134,1468974	-2,89928401	-41,992	2895	6	0,25	0	0	0	0	"tile_2_14"	1
-135,1313842	26,6872315	-26,202	2896	35,12	10,21	0	0	0	0	"tile_2_16"	1
-138,8133652	28,02613365	-26,549	2897	25	9,47	0	0	0	0	"tile_1_16"	1
-139,6994033	27,1597852	-27,175	2898	20	9,5	0	0	0	0	"tile_1_16"	1
-139,2465394	26,92350835	-27,676	2899	10	9,67	0	0	0	0	"tile_1_16"	1
-133,4577566	27,96706444	-24,58	2900	8	8,32	0	0	0	0	"tile_2_16"	1
-132,5914081	27,3173031	0	2901	5	NA	NA	NA	NA	NA	"tile_2_16"	NA
-132,2369928	27,21885442	0	2902	7	NA	NA	NA	NA	NA	"tile_2_16"	NA
-133,0442721	28,77434368	-24,677	2903	6	17,36	0	0	0	0	"tile_2_16"	1
-138,8133652	29,52016706	-25,952	2904	20	11,45	0	0	0	0	"tile_1_16"	1
-138,3408115	29,40202864	-25,823	2905	50	11,88	5,28	7,8	9,1	4	"tile_1_16"	1
-136,9428401	30,56372315	-24,772	2906	50	21,4	16,35	31,6	32,9	6,5	"tile_1_16"	1
47,4676611	-233,1355609	-101,49	2907	16,18	14,45	0	0	0	0	"tile_11_3"	1
49,41694511	-233,6671838	-100,122	2908	26,92	17,32	14,52	38,7	56,4	7,6	"tile_11_3"	1
49,37756563	-236,8963007	-101,8	2909	46,98	27,89	0	0	0	0	"tile_11_2"	1
46,89665871	-221,402864	-95,193	2910	23,58	15,64	0	0	0	0	"tile_11_3"	1
48,55059666	-222,7023866	-94,672	2911	42,88	30,4	21,3	17,1	40,2	4,8	"tile_11_3"	1
48,0977327	-224,6122912	-96,061	2912	9,62	9,23	0	0	0	0	"tile_11_3"	1
40,85190931	-211,0878282	-93,197	2913	48,78	31,61	12,56	40,6	62	7,8	"tile_10_4"	1
41,85608592	-214,3366348	0	2914	20	NA	NA	NA	NA	NA	"tile_10_4"	NA
44,27792363	-216,502506	-93,636	2915	45,68	27,71	0	0	0	0	"tile_11_3"	1
40,7928401	-219,4559666	-98,494	2916	10	14,9	0	0	0	0	"tile_10_3"	1
42,11205251	-220,401074	-98,055	2917	12,78	0,39	0	0	0	0	"tile_10_3"	1
41,32446301	-204,2578759	-88,074	2918	6,1	6,06	0	0	0	0	"tile_10_4"	1
45,5774463	-196,0102625	-82,307	2919	5	6,7	4,1	18,9	22	5,1	"tile_11_4"	1
44,10071599	-198,9243437	-84,581	2920	8	10,64	0	0	0	0	"tile_11_4"	1
43,27374702	-191,1272076	-82,279	2921	18	8,42	0	0	0	0	"tile_10_5"	1
47,17231504	-168,4714797	-74,285	2922	29,58	25,86	14,66	12,4	31,9	4,2	"tile_11_6"	1
41,79701671	-153,0568019	-71,622	2923	27,06	24,72	11,87	13	35,7	4,2	"tile_10_7"	1
40,950358	-149,8497613	-70,38	2924	35,04	30,89	15,54	20,9	44,3	5,6	"tile_10_7"	1
42,99809069	-143,273389	-66,636	2925	31,94	30,22	22,02	19,9	60,2	5,4	"tile_10_7"	1
40,41873508	-141,3437947	-66,66	2926	18,8	0	0	0	0	0	"tile_10_7"	2
44,06133652	-141,0090692	0	2927	21,58	NA	NA	NA	NA	NA	"tile_11_7"	NA
41,81670644	-140,7161098	-65,721	2928	36,5	26,46	0	0	0	0	"tile_10_7"	2
43,49033413	-138,0383055	-62,922	2929	42,86	29,68	0	0	0	0	"tile_10_7"	1
41,20632458	-133,6081146	-62,078	2930	40,32	31,97	26,82	28,3	67	6,3	"tile_10_8"	1
43,98257757	-131,2256563	-60,256	2931	18	1,73	0	0	0	0	"tile_11_8"	1
49,16097852	-102,0920048	-46,82	2932	19	1,04	0	0	0	0	"tile_11_9"	2
40,28090692	-98,23520286	-44,182	2933	32,12	22,69	10,94	11,1	17,9	4,2	"tile_10_9"	1
43,64785203	-97,68389021	-44,382	2934	30	27,84	15,29	26,3	57,1	6,2	"tile_10_9"	1
47,21169451	-98,90465394	-45,012	2935	31,82	22,31	8,91	13,2	23,1	4,5	"tile_11_9"	2
46,16813842	-96,14809069	-43,896	2936	29,28	22,89	17,04	20,6	46,9	5,3	"tile_11_9"	1
46,38472554	-95,87243437	-43,932	2937	8	3,55	0	0	0	0	"tile_11_10"	2
47,34952267	-91,1075179	-42,467	2938	29,12	25,88	20,38	21,9	51	5,7	"tile_11_10"	2
41,24570406	-93,43090692	-41,179	2939	34,28	25,93	22,13	20,4	48,7	5,5	"tile_10_10"	2
41,89546539	-89,2	-40,365	2940	34,52	25,45	18	14,3	20,8	4,7	"tile_10_10"	2
45,08520286	-89,41658711	-41,501	2941	25	25,98	14,48	15,4	30,6	4,9	"tile_11_10"	2
42,05298329	-87,40823389	-39,769	2942	23,7	21,82	9,67	10,2	17,3	3,9	"tile_10_10"	2
41,44260143	-81,91479714	-37,751	2943	36,48	26,45	17,55	27,4	65,5	6,4	"tile_10_10"	2
48,55059666	-81,8951074	-39,819	2944	23,78	27,17	8,37	7,1	11,4	3,3	"tile_11_10"	2
48,7278043	-78,23520286	-39,686	2945	26,12	25,04	16,19	20,3	40,2	5,5	"tile_11_10"	2
44,73078759	-19,8300716	-22,732	2946	62,44	32,53	0	0	0	0	"tile_11_13"	1
44,12040573	-18,43210024	-21,903	2947	8	0,79	0	0	0	0	"tile_11_13"	2
44,08102625	1,961694511	-16,686	2948	30,6	23,82	17,52	20,3	32,1	5,5	"tile_11_14"	2
46,9951074	14,18663484	-14,266	2949	35	29,35	22,5	15,2	38,2	4,6	"tile_11_15"	2
44,0022673	23,12338902	-10,808	2950	35,7	23,64	13,59	17,1	42,1	4,9	"tile_11_15"	2
45,12458234	19,20513126	-12,427	2951	39	0,81	0	0	0	0	"tile_11_15"	3
43,90381862	29,24451074	-8,565	2952	10	0,16	0	0	0	0	"tile_11_16"	2
41,56073986	64,54105012	0	2953	8	NA	NA	NA	NA	NA	"tile_10_18"	NA
40,39904535	65,15143198	4,993	2954	8	3,23	0	0	0	0	"tile_10_18"	3
44,3173031	69,67768496	4,15	2955	19,84	22,06	19,86	22,9	48	5,8	"tile_11_18"	3
45,28210024	73,83221957	5,873	2956	30	30,46	27,86	33,9	54,7	7	"tile_11_18"	3
47,32983294	74,58042959	4,919	2957	28,38	21,26	0	0	0	0	"tile_11_18"	3
49,35787589	82,61145585	5,816	2958	30	26,02	0	0	0	0	"tile_11_18"	3
53,5297136	-252,3873508	-108,886	2959	18	6,88	2,58	12,6	5,7	4,6	"tile_11_2"	1
55,87279236	-256,3252983	0	2960	27,5	NA	NA	NA	NA	NA	"tile_11_1"	NA
56,08937947	-251,6785203	0	2961	8,58	NA	NA	NA	NA	NA	"tile_11_2"	NA
56,22720764	-251,8951074	0	2962	9,28	NA	NA	NA	NA	NA	"tile_11_2"	NA
58,47183771	-251,3044153	-103,536	2963	12	20,06	0	0	0	0	"tile_11_2"	2
58,47183771	-253,1552506	-104,938	2964	13,68	12,23	0	0	0	0	"tile_11_2"	1
55,51837709	-249,0227924	-104,681	2965	20,2	16,27	12,17	30,8	54,6	6,9	"tile_11_2"	1
54,02195704	-247,8020286	-104,844	2966	29,38	17,46	0	0	0	0	"tile_11_2"	1
53,74630072	-247,4869928	-105,498	2967	8	2,5	0	0	0	0	"tile_11_2"	1
55,38054893	-244,553222	-101,571	2968	40,72	25,51	21,61	31,4	78,1	6,7	"tile_11_2"	1
51,30477327	-241,8360382	-103,179	2969	25,62	20,98	0	0	0	0	"tile_11_2"	1
54,80954654	-240,026969	-99,239	2970	35	20,02	0	0	0	0	"tile_11_2"	1
52,86026253	-237,5066826	-99,679	2971	24,98	21,18	17,08	18,1	37,4	5,3	"tile_11_2"	1
55,97124105	-238,077685	-97,377	2972	24,44	29,44	26,24	47,9	100,8	8,3	"tile_11_2"	1
53,33281623	-233,4505967	0	2973	8	NA	NA	NA	NA	NA	"tile_11_3"	NA
51,26539379	-230,7924821	-96,701	2974	35	26,91	0	0	0	0	"tile_11_3"	1
53,49033413	-230,5585919	-94,959	2975	8,72	6,13	0	0	0	0	"tile_11_3"	1
55,8924821	-228,077685	-92,04	2976	8	2,11	0	0	0	0	"tile_11_3"	1
49,92649165	-225,1832936	-95,086	2977	70,08	25,72	0	0	0	0	"tile_11_3"	1
56,01062053	-183,7853222	-74,256	2978	21,96	20,77	12,37	13,8	31,6	4,5	"tile_11_5"	2
56,28627685	-184,0019093	-73,605	2979	6	23,95	0	0	0	0	"tile_11_5"	1
52,07267303	-158,3927208	-69,283	2980	32,96	28,87	20,57	30,4	74,3	6,6	"tile_11_6"	1
51,40322196	-132,1116945	-60,12	2981	35,88	28,66	25,81	25,9	73,3	6	"tile_11_8"	1
52,46646778	-108,5108592	0	2982	8	NA	NA	NA	NA	NA	"tile_11_9"	NA
55,40023866	-94,21849642	-46,278	2983	39,42	29,12	19,67	26,8	50	6,2	"tile_11_10"	2
55,24272076	-94,57291169	-46,213	2984	18	17,65	7,9	8,2	9,5	3,6	"tile_11_10"	2
58,74749403	-95,59677804	-46,736	2985	20	0,02	0	0	0	0	"tile_11_10"	2
53,82505967	-89,14093079	-44,146	2986	45	25,25	15,6	13,9	33	5	"tile_11_10"	2
52,74212411	-88,33365155	-43,443	2987	27,78	24,91	16,11	9,1	18,4	3,9	"tile_11_10"	2
50,43842482	-85,59677804	-41,131	2988	31,96	29,23	23,63	23,2	63,2	5,8	"tile_11_10"	2
51,87577566	-81,97386635	-41,316	2989	31,96	29,16	21,76	28,4	89,6	7	"tile_11_10"	2
57,25107399	-83,35214797	-43,748	2990	37,76	27,68	14,53	17,1	24,3	4,8	"tile_11_10"	2
58,94439141	-85,91181384	-45,082	2991	48,2	28,28	22,13	26,5	55,5	6,4	"tile_11_10"	2
54,21885442	-79,18031026	-41,716	2992	38,74	32,29	20,24	26,9	61,2	6,3	"tile_11_10"	2
58,5702864	-79,33782816	-43,33	2993	27,3	28,14	14,74	19	38,1	5,3	"tile_11_10"	2
58,23556086	-79,06217184	-43,248	2994	8	24,64	0	0	0	0	"tile_11_10"	1
55,99093079	-75,61646778	-41,749	2995	18,06	25,92	13,32	12,5	21,8	4,3	"tile_11_11"	2
58,01897375	-74,73042959	-42,326	2996	16,52	10,36	0	0	0	0	"tile_11_11"	2
57,27076372	-70,16479714	-40,834	2997	30,34	27,7	14,3	20,7	33,5	5,5	"tile_11_11"	2
57,58579952	-56,2071599	-37,47	2998	51,8	31,15	27,1	37,8	105,4	7,2	"tile_11_11"	2
52,15143198	-35,77398568	-29,878	2999	42,78	31,43	0	0	0	0	"tile_11_13"	2
52,26957041	-35,99057279	-30,103	3000	10	0,63	0	0	0	0	"tile_11_12"	2
56,75883055	-26,69940334	-29,77	3001	33,68	29	23,9	24	57,1	5,9	"tile_11_13"	2
53,78568019	3,182458234	-20,94	3002	8	21,34	9,04	5,5	8,3	2,8	"tile_11_14"	2
57,17231504	50,3274463	-9,394	3003	31,68	27,53	21,38	22,3	40,4	5,6	"tile_11_17"	3
51,95453461	68,77434368	-0,296	3004	29,54	25,31	15,46	15,2	32,8	4,7	"tile_11_18"	3
59,22004773	64,52136038	-6,694	3005	6	3,51	0	0	0	0	"tile_11_18"	3
54,7898568	69,99272076	-1,532	3006	38,5	27,58	17,18	14,1	30,6	4,6	"tile_11_18"	3
51,20632458	90,8	0	3007	10	NA	NA	NA	NA	NA	"tile_11_19"	NA
53,33281623	92,27673031	7,334	3008	10	28,28	0	0	0	0	"tile_11_19"	3
57,21169451	89,89427208	3,14	3009	32,62	22,91	12,26	15,1	32,4	4,6	"tile_11_19"	3
58,55059666	97,27792363	0	3010	10	NA	NA	NA	NA	NA	"tile_11_19"	NA
64,33699284	-264,3957041	-110,057	3011	9	6,83	0	0	0	0	"tile_12_1"	1
63,64785203	-264,0019093	-109,805	3012	9	2,29	0	0	0	0	"tile_11_1"	1
64,21885442	-263,4112172	-109,062	3013	9	7,11	4,91	5,7	10,1	3,1	"tile_12_1"	1
65,75465394	-262,7417661	-107,733	3014	6,98	5,1	0	0	0	0	"tile_12_1"	1
67,68424821	-259,1803103	-104,966	3015	10	24,75	22,35	32,9	66,5	6,8	"tile_12_1"	1
64,41575179	-257,0144391	-104,571	3016	26,48	18,34	0	0	0	0	"tile_12_1"	1
61,02911695	-256,5615752	-105,563	3017	27,98	19,56	0	0	0	0	"tile_11_1"	1
59,80835322	-254,2775656	-104,893	3018	36,22	20,37	15,12	41	84,3	7,6	"tile_11_2"	1
63,6872315	-254,2578759	-102,863	3019	10	9,2	0	0	0	0	"tile_11_2"	1
63,82505967	-254,3169451	0	3020	8	NA	NA	NA	NA	NA	"tile_11_2"	NA
63,60847255	-251,2256563	-100,86	3021	6	7,92	0	0	0	0	"tile_11_2"	1
62,64367542	-258,5896181	-106,142	3022	16	21,09	16,09	19,9	25,1	5,6	"tile_11_1"	1
63,03747017	-258,7668258	-105,748	3023	11	7,65	0	0	0	0	"tile_11_1"	1
62,86026253	-259,0621718	-106,205	3024	16	17,81	0	0	0	0	"tile_11_1"	1
62,64367542	-258,9046539	-106,305	3025	14	0,39	0	0	0	0	"tile_11_1"	1
62,50584726	-258,7865155	-106,393	3026	10	4,05	0	0	0	0	"tile_11_1"	1
63,13591885	-258,9834129	-105,947	3027	8	18,72	0	0	0	0	"tile_11_1"	1
63,01778043	-250,5585919	-100,65	3028	5	11,78	0	0	0	0	"tile_11_2"	1
61,58042959	-238,5896181	-95,531	3029	35,3	25,85	18,55	12,1	20,6	4,4	"tile_11_2"	1
62,87995227	-224,1791169	-87,801	3030	45,22	27,97	0	0	0	0	"tile_11_3"	1
69,41694511	-227,8414081	-88,055	3031	31,82	27,04	17,79	30,2	48,1	6,4	"tile_12_3"	1
66,24689737	-208,6093079	-79,886	3032	29,96	25,33	16,33	20,9	38	5,4	"tile_12_4"	1
66,18782816	-119,2984487	-56,306	3033	30	26,78	17,33	14,1	23,7	5	"tile_12_8"	2
66,40441527	-113,3915274	-55,277	3034	18	29,1	0	0	0	0	"tile_12_9"	1
68,39307876	-111,0878282	-55,139	3035	37,7	30,03	18,03	22	36,1	6,1	"tile_12_9"	2
61,69856802	-98,98341289	-49,469	3036	39,88	26,19	16,24	26,1	49,2	6,2	"tile_11_9"	2
64,41575179	-93,19463007	-49,172	3037	35,58	24,34	8,24	17	19,8	5	"tile_12_10"	2
60,87159905	-91,87541766	-46,55	3038	45,26	28,46	27,26	42,6	90,4	8	"tile_11_10"	2
60,4778043	-83,58842482	-45,201	3039	32,94	27,06	12,86	23,1	43,6	5,8	"tile_11_10"	2
60,83221957	-83,56873508	-45,243	3040	8	3,82	0	0	0	0	"tile_11_10"	2
65,38054893	-82,09200477	-45,817	3041	30	25,62	9,82	7,1	11,5	3,5	"tile_12_10"	2
65,59713604	-79,16062053	-45,457	3042	32,36	23,26	9,76	13,2	25,4	4,5	"tile_12_10"	2
62,13174224	-77,36885442	-43,88	3043	25,48	26,96	16,56	14,8	35,9	5,1	"tile_11_10"	2
61,65918854	-75,73460621	-43,7	3044	30,1	23,39	10,24	22,3	36,4	5,7	"tile_11_11"	2
59,67052506	-72,74176611	-42,409	3045	30,22	29,21	16,26	21,8	53,4	5,6	"tile_11_11"	2
64,27792363	-70,65704057	-43,755	3046	32,52	29,59	16,14	26,6	51,8	6,6	"tile_12_11"	2
63,07684964	-66,049642	-42,448	3047	34,82	28,84	20,24	34,2	82,7	7,1	"tile_11_11"	2
67,92052506	-64,45477327	-44,013	3048	41	31,77	22,97	27,1	43,5	6,4	"tile_12_11"	2
66,54224344	-62,0526253	-43,075	3049	31,54	29,96	18,16	26,7	48,2	6,1	"tile_12_11"	2
61,06849642	-51,83603819	-38,453	3050	35,88	25,76	13,91	24,5	46,1	5,8	"tile_11_12"	2
59,5326969	-59,25906921	-39,283	3051	17	24,16	0	0	0	0	"tile_11_11"	2
62,26957041	-60,36169451	-39,982	3052	13,46	18,71	4,21	2,8	2,8	2,2	"tile_11_11"	2
59,6902148	-31,00906921	-32,393	3053	40,68	30,48	28,88	20,8	46,8	5,6	"tile_11_13"	2
68,45214797	-28,76682578	-35,066	3054	32,76	28,12	11,17	17,5	22,7	5,5	"tile_12_13"	2
64,41575179	-26,28591885	-32,997	3055	12,56	16,84	10,09	5,8	5,8	2,9	"tile_12_13"	2
65,79403341	-24,76980907	-32,525	3056	7	2,4	0	0	0	0	"tile_12_13"	2
68,76718377	-28,7274463	-35,226	3057	6	2,46	0	0	0	0	"tile_12_13"	2
63,29343675	-16,26622912	-29,512	3058	19,76	19,13	15,68	13	33	4,3	"tile_11_13"	2
63,51002387	-12,19045346	-27,436	3059	32,58	27,89	23,89	28,3	57,2	6,7	"tile_11_14"	2
62,01360382	-10,67673031	-27,463	3060	43,7	28,07	25,17	36	70,7	7,3	"tile_11_14"	2
64,51420048	10,6424821	-23,076	3061	25	24,24	16,99	9,1	18,7	3,8	"tile_12_15"	2
59,65083532	80,52434368	-1,117	3062	28	4,32	0	0	0	0	"tile_11_18"	3
62,46646778	93,49749403	0,35	3063	37,64	19,95	8,55	9,2	13,1	3,7	"tile_11_19"	3
60,77315036	93,53687351	2,065	3064	28	21,34	8,94	14,9	23	4,9	"tile_11_19"	3
63,78568019	97,37637232	0,345	3065	40	26,19	17,74	19	40,1	5,2	"tile_11_19"	3
66,66038186	97,12040573	-1,769	3066	17,68	14,01	0	0	0	0	"tile_12_19"	3
60,97004773	98,91217184	2,242	3067	20	24,15	0	0	0	0	"tile_11_19"	3
72,17112172	-230,2632458	-89,313	3068	43,66	25,63	0	0	0	0	"tile_12_3"	2
73,31312649	-229,6331742	-89,16	3069	33,82	26,55	9,4	9,1	5,1	5,6	"tile_12_3"	1
72,68305489	-225,222673	-86,674	3070	22,26	25,25	0	0	0	0	"tile_12_3"	2
79,02315036	-228,0973747	-89,628	3071	25,24	25,97	15,52	17,1	31,8	4,8	"tile_12_3"	1
75,61682578	-220,9303103	-85,599	3072	24,6	25,32	16,12	14	32,5	4,4	"tile_12_3"	1
69,78866348	-220,7357995	-84,359	3073	29,14	30,24	12,94	9,1	15	4,2	"tile_12_3"	2
71,18663484	-215,7149165	-82,231	3074	34,8	28,29	12,89	30	37	6,6	"tile_12_4"	2
78,98377088	-217,2113365	-85,868	3075	18,12	22,38	9,43	13,8	27,3	4,3	"tile_12_3"	1
